id,label,Species
92,0.51752883,cat
93,0.47067642,dog
94,0.45677108,dog
95,0.6502704,cat
96,0.6658548,cat
97,0.61791503,cat
98,0.5636772,cat
99,0.5529269,cat
100,0.570319,cat
101,0.50584686,cat
102,0.5567368,cat
103,0.57204163,cat
104,0.62406385,cat
105,0.47983873,dog
106,0.5496031,cat
107,0.593679,cat
108,0.5874763,cat
109,0.69026846,cat
110,0.39468747,dog
111,0.61097246,cat
112,0.6010209,cat
113,0.67733467,cat
114,0.50708205,cat
115,0.520611,cat
116,0.5821602,cat
117,0.6588286,cat
118,0.66318226,cat
119,0.45390552,dog
120,0.604474,cat
121,0.47209704,dog
122,0.51865166,cat
123,0.6871165,cat
124,0.6155603,cat
125,0.465316,dog
126,0.5291724,cat
127,0.58978534,cat
128,0.4454965,dog
129,0.6424405,cat
130,0.49150681,dog
131,0.59961534,cat
132,0.51069975,cat
133,0.6301402,cat
134,0.6014995,cat
135,0.65277135,cat
136,0.6380102,cat
137,0.45612928,dog
138,0.56074625,cat
139,0.6373654,cat
140,0.4878344,dog
141,0.5244016,cat
142,0.51888645,cat
143,0.59931344,cat
144,0.5425061,cat
145,0.6708685,cat
146,0.5902404,cat
147,0.5053634,cat
148,0.554229,cat
149,0.5955856,cat
150,0.6454644,cat
151,0.6044068,cat
152,0.61160886,cat
153,0.60552275,cat
154,0.54311264,cat
155,0.5519564,cat
156,0.5056834,cat
157,0.32669616,dog
158,0.5306242,cat
159,0.5825025,cat
160,0.6087636,cat
161,0.5479266,cat
162,0.6098048,cat
163,0.5162541,cat
164,0.52405757,cat
165,0.60141706,cat
166,0.6295762,cat
167,0.54110897,cat
168,0.5594919,cat
169,0.69462794,cat
170,0.59564954,cat
171,0.54480594,cat
172,0.59126586,cat
173,0.5845572,cat
174,0.6371219,cat
175,0.44194672,dog
176,0.46685752,dog
177,0.61080635,cat
178,0.6401865,cat
179,0.52267927,cat
180,0.7631327,cat
181,0.56959337,cat
182,0.45817527,dog
183,0.39256534,dog
184,0.623494,cat
185,0.572569,cat
186,0.6129145,cat
187,0.5051868,cat
188,0.5513648,cat
189,0.6230841,cat
190,0.5314403,cat
191,0.6731393,cat
192,0.43492773,dog
193,0.6221052,cat
194,0.48317733,dog
195,0.50542116,cat
196,0.48449743,dog
197,0.63696504,cat
198,0.4712984,dog
199,0.36374024,dog
200,0.41510862,dog
201,0.6362618,cat
202,0.4935085,dog
203,0.42789412,dog
204,0.31999663,dog
205,0.56655985,cat
206,0.48296642,dog
207,0.5748422,cat
208,0.56754065,cat
209,0.6109604,cat
210,0.5502614,cat
211,0.5351394,cat
212,0.3897007,dog
213,0.47440004,dog
214,0.6922639,cat
215,0.42807347,dog
216,0.6030243,cat
217,0.4469217,dog
218,0.50021166,cat
219,0.72026485,cat
220,0.6042874,cat
221,0.5476287,cat
222,0.5438303,cat
223,0.6499713,cat
224,0.5536167,cat
225,0.492173,dog
226,0.50468016,cat
227,0.5515856,cat
228,0.5344964,cat
229,0.49378428,dog
230,0.6155852,cat
231,0.46485955,dog
232,0.52677655,cat
233,0.74460644,cat
234,0.5679662,cat
235,0.7150754,cat
236,0.54737025,cat
237,0.63988394,cat
238,0.5802159,cat
239,0.5810456,cat
240,0.53159475,cat
241,0.43659982,dog
242,0.57658005,cat
243,0.5556814,cat
244,0.42385572,dog
245,0.60629934,cat
246,0.6707641,cat
247,0.45405874,dog
248,0.45953715,dog
249,0.47993186,dog
250,0.64978886,cat
251,0.4844251,dog
252,0.52139336,cat
253,0.65637267,cat
254,0.5638523,cat
255,0.60106575,cat
256,0.4520125,dog
257,0.5138127,cat
258,0.49428886,dog
259,0.57165086,cat
260,0.6973236,cat
261,0.53462076,cat
262,0.5012346,cat
263,0.4267369,dog
264,0.63374597,cat
265,0.5624121,cat
266,0.6400368,cat
267,0.5536167,cat
268,0.61078316,cat
269,0.49357143,dog
270,0.52132004,cat
271,0.5158781,cat
272,0.6274746,cat
273,0.66029716,cat
274,0.5750199,cat
275,0.73862785,cat
276,0.44664997,dog
277,0.6423141,cat
278,0.60394806,cat
279,0.7219926,cat
280,0.69096,cat
281,0.6116053,cat
282,0.41677687,dog
283,0.54262197,cat
284,0.42608318,dog
285,0.6557302,cat
286,0.59914184,cat
287,0.5852795,cat
288,0.56650114,cat
289,0.53981596,cat
290,0.4998841,dog
291,0.5843533,cat
292,0.547422,cat
293,0.5328975,cat
294,0.63864666,cat
295,0.6318324,cat
296,0.42288494,dog
297,0.5531042,cat
298,0.59998244,cat
299,0.52358747,cat
300,0.5555042,cat
301,0.5418675,cat
302,0.4755675,dog
303,0.5971932,cat
304,0.71780115,cat
305,0.6247359,cat
306,0.5492176,cat
307,0.47059214,dog
308,0.40001047,dog
309,0.6554465,cat
310,0.49582317,dog
311,0.5928821,cat
312,0.59783524,cat
313,0.6792938,cat
314,0.546064,cat
315,0.56805056,cat
316,0.44145834,dog
317,0.6278644,cat
318,0.54933155,cat
319,0.49162924,dog
320,0.7243776,cat
321,0.47900152,dog
322,0.58820885,cat
323,0.6704958,cat
324,0.5878998,cat
325,0.6964063,cat
326,0.56193095,cat
327,0.3831611,dog
328,0.5427913,cat
329,0.545723,cat
330,0.56769466,cat
331,0.6793908,cat
332,0.58363307,cat
333,0.50072193,cat
334,0.48659444,dog
335,0.6006184,cat
336,0.5392941,cat
337,0.54773206,cat
338,0.44741496,dog
339,0.5510004,cat
340,0.49945158,dog
341,0.6059685,cat
342,0.68794775,cat
343,0.565508,cat
344,0.5619602,cat
345,0.6760919,cat
346,0.47180235,dog
347,0.605522,cat
348,0.49724874,dog
349,0.5930898,cat
350,0.6315864,cat
351,0.55071515,cat
352,0.5122312,cat
353,0.60253024,cat
354,0.5234937,cat
355,0.55729526,cat
356,0.48387456,dog
357,0.6370762,cat
358,0.7441327,cat
359,0.4926171,dog
360,0.5029214,cat
361,0.50442785,cat
362,0.4873949,dog
363,0.48738933,dog
364,0.48806247,dog
365,0.61079854,cat
366,0.4888102,dog
367,0.42538407,dog
368,0.6054605,cat
369,0.58179843,cat
370,0.47720397,dog
371,0.57815725,cat
372,0.6170783,cat
373,0.50523764,cat
374,0.7320965,cat
375,0.64035666,cat
376,0.56525075,cat
377,0.67811996,cat
378,0.5289506,cat
379,0.5816844,cat
380,0.57746905,cat
381,0.6429063,cat
382,0.5846234,cat
383,0.66801053,cat
384,0.4042434,dog
385,0.73263156,cat
386,0.7403631,cat
387,0.51069385,cat
388,0.6233016,cat
389,0.5045038,cat
390,0.64199954,cat
391,0.4731994,dog
392,0.6317191,cat
393,0.62278223,cat
394,0.49815112,dog
395,0.51517475,cat
396,0.62214935,cat
397,0.33553225,dog
398,0.610238,cat
399,0.5322785,cat
400,0.7440275,cat
401,0.51150656,cat
402,0.5449947,cat
403,0.5326303,cat
404,0.5999034,cat
405,0.5417304,cat
406,0.57447714,cat
407,0.5084129,cat
408,0.579287,cat
409,0.57034004,cat
410,0.55444866,cat
411,0.61542326,cat
412,0.60591847,cat
413,0.47432327,dog
414,0.61975193,cat
415,0.5666205,cat
416,0.54462415,cat
417,0.5880555,cat
418,0.5112048,cat
419,0.52540046,cat
420,0.5541542,cat
421,0.4740298,dog
422,0.5912204,cat
423,0.47900972,dog
424,0.5175531,cat
425,0.47614175,dog
426,0.48381063,dog
427,0.4806466,dog
428,0.6310648,cat
429,0.6009586,cat
430,0.50555545,cat
431,0.47695205,dog
432,0.516838,cat
433,0.6501336,cat
434,0.5917876,cat
435,0.44168934,dog
436,0.42317772,dog
437,0.6099312,cat
438,0.4788759,dog
439,0.55084497,cat
440,0.57333267,cat
441,0.6248832,cat
442,0.5709443,cat
443,0.53711337,cat
444,0.5259604,cat
445,0.56795317,cat
446,0.5554964,cat
447,0.6942309,cat
448,0.6076445,cat
449,0.42573074,dog
450,0.66140985,cat
451,0.6379436,cat
452,0.46470883,dog
453,0.5058672,cat
454,0.5845517,cat
455,0.681873,cat
456,0.61781555,cat
457,0.5670683,cat
458,0.63672155,cat
459,0.49355343,dog
460,0.5439481,cat
461,0.56623113,cat
462,0.55369073,cat
463,0.40996766,dog
464,0.4719631,dog
465,0.52684,cat
466,0.6327237,cat
467,0.4648423,dog
468,0.692484,cat
469,0.49417728,dog
470,0.6078491,cat
471,0.60333323,cat
472,0.5207522,cat
473,0.59415084,cat
474,0.5706449,cat
475,0.44242266,dog
476,0.5742795,cat
477,0.48123154,dog
478,0.49685585,dog
479,0.62031436,cat
480,0.41633907,dog
481,0.64493585,cat
482,0.5943145,cat
483,0.5300552,cat
484,0.5388525,cat
485,0.6754159,cat
486,0.60791504,cat
487,0.43067622,dog
488,0.6727429,cat
489,0.50473416,cat
490,0.5053532,cat
491,0.39840814,dog
492,0.6394513,cat
493,0.68278444,cat
494,0.66037846,cat
495,0.68750805,cat
496,0.32160303,dog
497,0.5287271,cat
498,0.42457953,dog
499,0.6101416,cat
500,0.67750174,cat
501,0.6369721,cat
502,0.57735306,cat
503,0.5733595,cat
504,0.6250056,cat
505,0.54703724,cat
506,0.6011641,cat
507,0.42103264,dog
508,0.77179134,cat
509,0.35610086,dog
510,0.5781232,cat
511,0.49664745,dog
512,0.5944697,cat
513,0.5927435,cat
514,0.5259684,cat
515,0.5913913,cat
516,0.4895362,dog
517,0.2927581,dog
518,0.4566489,dog
519,0.44365963,dog
520,0.58488715,cat
521,0.54677963,cat
522,0.60879254,cat
523,0.54432124,cat
524,0.6000388,cat
525,0.5075091,cat
526,0.50369537,cat
527,0.6210478,cat
528,0.63724005,cat
529,0.60143226,cat
530,0.60132617,cat
531,0.56452644,cat
532,0.57861376,cat
533,0.54190975,cat
534,0.48691314,dog
535,0.38891757,dog
536,0.664589,cat
537,0.64332527,cat
538,0.6148177,cat
539,0.6801282,cat
540,0.48816273,dog
541,0.51252526,cat
542,0.6560652,cat
543,0.54267055,cat
544,0.6380537,cat
545,0.47676274,dog
546,0.6931435,cat
547,0.43064654,dog
548,0.5672297,cat
549,0.50881374,cat
550,0.5696735,cat
551,0.6056793,cat
552,0.5343255,cat
553,0.6039853,cat
554,0.50185764,cat
555,0.3753678,dog
556,0.62782985,cat
557,0.66631126,cat
558,0.48254225,dog
559,0.33825633,dog
560,0.63475984,cat
561,0.6097729,cat
562,0.47882783,dog
563,0.46915805,dog
564,0.5689338,cat
565,0.4829815,dog
566,0.42148417,dog
567,0.6176359,cat
568,0.6348788,cat
569,0.6350258,cat
570,0.51596254,cat
571,0.59228414,cat
572,0.50474995,cat
573,0.5655854,cat
574,0.6733051,cat
575,0.67303437,cat
576,0.55984783,cat
577,0.5949341,cat
578,0.6342878,cat
579,0.5678759,cat
580,0.5580701,cat
581,0.4589799,dog
582,0.35198402,dog
583,0.599694,cat
584,0.49433938,dog
585,0.40814218,dog
586,0.5944723,cat
587,0.5064964,cat
588,0.60442823,cat
589,0.55776215,cat
590,0.5995106,cat
591,0.5887,cat
592,0.49979898,dog
593,0.5980221,cat
594,0.548094,cat
595,0.7059936,cat
596,0.6895049,cat
597,0.70163697,cat
598,0.5514386,cat
599,0.6897733,cat
600,0.6375896,cat
601,0.7196581,cat
602,0.5357374,cat
603,0.49714187,dog
604,0.58343697,cat
605,0.52772355,cat
606,0.5474491,cat
607,0.60172874,cat
608,0.5214643,cat
609,0.47261563,dog
610,0.429613,dog
611,0.43702474,dog
612,0.4853657,dog
613,0.6093601,cat
614,0.60530704,cat
615,0.33170864,dog
616,0.58138573,cat
617,0.5280715,cat
618,0.6411839,cat
619,0.6238048,cat
620,0.53889513,cat
621,0.4934192,dog
622,0.5547668,cat
623,0.54755515,cat
624,0.4425346,dog
625,0.60313404,cat
626,0.72872686,cat
627,0.45927995,dog
628,0.46047968,dog
629,0.63006735,cat
630,0.45781198,dog
631,0.45980632,dog
632,0.4177706,dog
633,0.5188163,cat
634,0.4648748,dog
635,0.6156642,cat
636,0.59469944,cat
637,0.42909935,dog
638,0.47197798,dog
639,0.5635539,cat
640,0.59906054,cat
641,0.5312898,cat
642,0.45191252,dog
643,0.2996392,dog
644,0.4509405,dog
645,0.49101764,dog
646,0.63585883,cat
647,0.53670114,cat
648,0.6513017,cat
649,0.50852925,cat
650,0.52234256,cat
651,0.47458297,dog
652,0.6040373,cat
653,0.6699542,cat
654,0.45890644,dog
655,0.55974984,cat
656,0.44639042,dog
657,0.55884206,cat
658,0.39949474,dog
659,0.65428007,cat
660,0.69994944,cat
661,0.41762754,dog
662,0.5981589,cat
663,0.6267071,cat
664,0.5755808,cat
665,0.42668307,dog
666,0.70818377,cat
667,0.5687333,cat
668,0.5446944,cat
669,0.46432394,dog
670,0.57136744,cat
671,0.5931996,cat
672,0.5828809,cat
673,0.62726635,cat
674,0.6205618,cat
675,0.61780995,cat
676,0.57148665,cat
677,0.44182548,dog
678,0.49320105,dog
679,0.6080662,cat
680,0.63046366,cat
681,0.5692862,cat
682,0.626458,cat
683,0.31144786,dog
684,0.5856884,cat
685,0.4734467,dog
686,0.52092147,cat
687,0.645849,cat
688,0.4580168,dog
689,0.3832547,dog
690,0.5383073,cat
691,0.46056372,dog
692,0.75186425,cat
693,0.48065928,dog
694,0.65656674,cat
695,0.5530613,cat
696,0.4762602,dog
697,0.47032607,dog
698,0.38717192,dog
699,0.64010835,cat
700,0.5062443,cat
701,0.53241646,cat
702,0.56476724,cat
703,0.5730562,cat
704,0.43714163,dog
705,0.6261317,cat
706,0.5407436,cat
707,0.5142472,cat
708,0.52524877,cat
709,0.38220125,dog
710,0.48735377,dog
711,0.6441278,cat
712,0.48826143,dog
713,0.5743044,cat
714,0.53136474,cat
715,0.5099376,cat
716,0.63043386,cat
717,0.7362644,cat
718,0.44058713,dog
719,0.46603543,dog
720,0.6298377,cat
721,0.5716087,cat
722,0.5951887,cat
723,0.6577941,cat
724,0.6151598,cat
725,0.41604844,dog
726,0.6716895,cat
727,0.56006354,cat
728,0.516964,cat
729,0.62820727,cat
730,0.49985948,dog
731,0.57269233,cat
732,0.53443635,cat
733,0.6167973,cat
734,0.6901116,cat
735,0.43264744,dog
736,0.5123082,cat
737,0.5669187,cat
738,0.6953519,cat
739,0.6493981,cat
740,0.52360666,cat
741,0.5058282,cat
742,0.5748242,cat
743,0.5057211,cat
744,0.60522574,cat
745,0.3883761,dog
746,0.65218294,cat
747,0.34636265,dog
748,0.55140597,cat
749,0.60983515,cat
750,0.5183207,cat
751,0.45735282,dog
752,0.54837173,cat
753,0.49674287,dog
754,0.55894625,cat
755,0.60934424,cat
756,0.49395996,dog
757,0.6150252,cat
758,0.48472264,dog
759,0.6592665,cat
760,0.5864337,cat
761,0.60063756,cat
762,0.56489384,cat
763,0.6148366,cat
764,0.45771617,dog
765,0.56193304,cat
766,0.6358085,cat
767,0.66037333,cat
768,0.49384573,dog
769,0.79642135,cat
770,0.48314616,dog
771,0.57488376,cat
772,0.5679906,cat
773,0.55632836,cat
774,0.69542766,cat
775,0.5618354,cat
776,0.57713103,cat
777,0.5532737,cat
778,0.5398508,cat
779,0.70245254,cat
780,0.4716618,dog
781,0.57954246,cat
782,0.6926265,cat
783,0.5969011,cat
784,0.5828967,cat
785,0.47737527,dog
786,0.44159883,dog
787,0.6038296,cat
788,0.48304278,dog
789,0.5183207,cat
790,0.51618487,cat
791,0.49876282,dog
792,0.47844476,dog
793,0.5597415,cat
794,0.5370861,cat
795,0.61640084,cat
796,0.45953816,dog
797,0.52093184,cat
798,0.74235827,cat
799,0.51425934,cat
800,0.63462317,cat
801,0.54549503,cat
802,0.56305295,cat
803,0.61221546,cat
804,0.51622176,cat
805,0.65619653,cat
806,0.57324725,cat
807,0.47862294,dog
808,0.60082084,cat
809,0.47454306,dog
810,0.66002387,cat
811,0.56835526,cat
812,0.52658045,cat
813,0.6637184,cat
814,0.55950344,cat
815,0.4175724,dog
816,0.590783,cat
817,0.43212712,dog
818,0.5322455,cat
819,0.6283603,cat
820,0.53399163,cat
821,0.5692006,cat
822,0.59129405,cat
823,0.5412993,cat
824,0.6690956,cat
825,0.49625963,dog
826,0.5514623,cat
827,0.5402543,cat
828,0.5219962,cat
829,0.6468971,cat
830,0.51404005,cat
831,0.5614013,cat
832,0.59800845,cat
833,0.57546216,cat
834,0.5339904,cat
835,0.47201228,dog
836,0.5744453,cat
837,0.49237728,dog
838,0.61295724,cat
839,0.5907672,cat
840,0.5751534,cat
841,0.67010283,cat
842,0.55783314,cat
843,0.5066316,cat
844,0.5592633,cat
845,0.6737036,cat
846,0.6064478,cat
847,0.54899836,cat
848,0.49779528,dog
849,0.59530026,cat
850,0.53200984,cat
851,0.5667934,cat
852,0.67985624,cat
853,0.38889128,dog
854,0.60220885,cat
855,0.65562576,cat
856,0.5587871,cat
857,0.55261546,cat
858,0.5130245,cat
859,0.68035334,cat
860,0.59187204,cat
861,0.58839494,cat
862,0.37663102,dog
863,0.6322096,cat
864,0.53655416,cat
865,0.43683705,dog
866,0.52951413,cat
867,0.5645018,cat
868,0.5544058,cat
869,0.5533246,cat
870,0.5484144,cat
871,0.56668127,cat
872,0.62540525,cat
873,0.62771446,cat
874,0.6285448,cat
875,0.6833866,cat
876,0.41850168,dog
877,0.6259151,cat
878,0.6044156,cat
879,0.5816297,cat
880,0.5027079,cat
881,0.4165933,dog
882,0.5729254,cat
883,0.4772424,dog
884,0.70735157,cat
885,0.68159837,cat
886,0.64172345,cat
887,0.3125972,dog
888,0.6309244,cat
889,0.6100338,cat
890,0.5346331,cat
891,0.68317163,cat
892,0.53465635,cat
893,0.515493,cat
894,0.5596246,cat
895,0.6664925,cat
896,0.5274152,cat
897,0.5816074,cat
898,0.6018614,cat
899,0.600494,cat
900,0.46975172,dog
901,0.5237445,cat
902,0.33228815,dog
903,0.3493992,dog
904,0.5479671,cat
905,0.63714504,cat
906,0.53421867,cat
907,0.6104705,cat
908,0.62676626,cat
909,0.69046164,cat
910,0.5660066,cat
911,0.56904143,cat
912,0.5068844,cat
913,0.5959507,cat
914,0.60516137,cat
915,0.43217355,dog
916,0.57526237,cat
917,0.5074985,cat
918,0.64108896,cat
919,0.5289252,cat
920,0.61682725,cat
921,0.42748502,dog
922,0.52891046,cat
923,0.47620627,dog
924,0.6281408,cat
925,0.48253074,dog
926,0.58745676,cat
927,0.48828697,dog
928,0.578006,cat
929,0.47893927,dog
930,0.46465653,dog
931,0.45278588,dog
932,0.6679813,cat
933,0.5634415,cat
934,0.6048351,cat
935,0.27509546,dog
936,0.54887235,cat
937,0.5640971,cat
938,0.49948448,dog
939,0.5928188,cat
940,0.5278667,cat
941,0.6123731,cat
942,0.62582284,cat
943,0.5373272,cat
944,0.6022584,cat
945,0.5529481,cat
946,0.5568715,cat
947,0.60027117,cat
948,0.43999183,dog
949,0.48791072,dog
950,0.6272416,cat
951,0.6571813,cat
952,0.64231765,cat
953,0.5538566,cat
954,0.69280595,cat
955,0.60937834,cat
956,0.34773663,dog
957,0.60874724,cat
958,0.40015677,dog
959,0.5467893,cat
960,0.4822021,dog
961,0.6613361,cat
962,0.5853027,cat
963,0.57019657,cat
964,0.5867741,cat
965,0.5918802,cat
966,0.5504884,cat
967,0.5580906,cat
968,0.6930497,cat
969,0.61954606,cat
970,0.599332,cat
971,0.5592594,cat
972,0.4927387,dog
973,0.537412,cat
974,0.42123878,dog
975,0.5928708,cat
976,0.583051,cat
977,0.64856696,cat
978,0.57952726,cat
979,0.5025693,cat
980,0.36559603,dog
981,0.48959106,dog
982,0.48902777,dog
983,0.45950806,dog
984,0.56058776,cat
985,0.5948539,cat
986,0.6139986,cat
987,0.40606228,dog
988,0.5281337,cat
989,0.5392989,cat
990,0.65864706,cat
991,0.659881,cat
992,0.4383899,dog
993,0.54700184,cat
994,0.5046528,cat
995,0.69305885,cat
996,0.50416183,cat
997,0.56002486,cat
998,0.44811207,dog
999,0.6214276,cat
1000,0.35281512,dog
1001,0.5762746,cat
1002,0.56529623,cat
1003,0.5203418,cat
1004,0.5327121,cat
1005,0.59392935,cat
1006,0.5121884,cat
1007,0.7026607,cat
1008,0.51450455,cat
1009,0.4825383,dog
1010,0.46280602,dog
1011,0.6427693,cat
1012,0.5340398,cat
1013,0.6913179,cat
1014,0.39441985,dog
1015,0.59210557,cat
1016,0.5117539,cat
1017,0.5258536,cat
1018,0.7163638,cat
1019,0.43574843,dog
1020,0.6798275,cat
1021,0.66211075,cat
1022,0.6087452,cat
1023,0.6709823,cat
1024,0.60994256,cat
1025,0.41711044,dog
1026,0.6071313,cat
1027,0.5256854,cat
1028,0.5566038,cat
1029,0.55211437,cat
1030,0.6034359,cat
1031,0.64359134,cat
1032,0.60743594,cat
1033,0.4705363,dog
1034,0.71420294,cat
1035,0.5179113,cat
1036,0.5682388,cat
1037,0.6478433,cat
1038,0.5917268,cat
1039,0.56793654,cat
1040,0.45214963,dog
1041,0.6369724,cat
1042,0.73176277,cat
1043,0.58055574,cat
1044,0.54198474,cat
1045,0.5336379,cat
1046,0.60382396,cat
1047,0.66021943,cat
1048,0.43991113,dog
1049,0.5015893,cat
1050,0.5998258,cat
1051,0.6865813,cat
1052,0.42835185,dog
1053,0.3261193,dog
1054,0.74560076,cat
1055,0.49123034,dog
1056,0.58089644,cat
1057,0.50276667,cat
1058,0.6017128,cat
1059,0.4879574,dog
1060,0.6269947,cat
1061,0.6567115,cat
1062,0.707212,cat
1063,0.6793633,cat
1064,0.55385756,cat
1065,0.637312,cat
1066,0.546587,cat
1067,0.5589937,cat
1068,0.513333,cat
1069,0.5215072,cat
1070,0.4315206,dog
1071,0.4674001,dog
1072,0.50829804,cat
1073,0.5342789,cat
1074,0.57734156,cat
1075,0.71963227,cat
1076,0.6569459,cat
1077,0.6932903,cat
1078,0.53897434,cat
1079,0.5601044,cat
1080,0.49070445,dog
1081,0.43887636,dog
1082,0.44104114,dog
1083,0.46724957,dog
1084,0.5719598,cat
1085,0.64668983,cat
1086,0.58847195,cat
1087,0.4535689,dog
1088,0.6154332,cat
1089,0.45069638,dog
1090,0.5631606,cat
1091,0.46528476,dog
1092,0.4453082,dog
1093,0.5570045,cat
1094,0.72930795,cat
1095,0.37992612,dog
1096,0.576051,cat
1097,0.5688478,cat
1098,0.61347896,cat
1099,0.56371313,cat
1100,0.49578142,dog
1101,0.609997,cat
1102,0.6017184,cat
1103,0.5237645,cat
1104,0.6481845,cat
1105,0.6141113,cat
1106,0.5628808,cat
1107,0.54073536,cat
1108,0.53481454,cat
1109,0.4284076,dog
1110,0.5143033,cat
1111,0.5513769,cat
1112,0.68553513,cat
1113,0.63317186,cat
1114,0.64705414,cat
1115,0.5668186,cat
1116,0.5197731,cat
1117,0.5674482,cat
1118,0.4630419,dog
1119,0.6361787,cat
1120,0.54683465,cat
1121,0.55256903,cat
1122,0.6815606,cat
1123,0.52144974,cat
1124,0.5516967,cat
1125,0.52399415,cat
1126,0.5081977,cat
1127,0.5654799,cat
1128,0.4264333,dog
1129,0.4430213,dog
1130,0.64933205,cat
1131,0.50869447,cat
1132,0.5609891,cat
1133,0.6303033,cat
1134,0.49367344,dog
1135,0.5391929,cat
1136,0.4623553,dog
1137,0.46450263,dog
1138,0.55228025,cat
1139,0.5835639,cat
1140,0.57349086,cat
1141,0.5591432,cat
1142,0.4364341,dog
1143,0.4849542,dog
1144,0.57808846,cat
1145,0.39431307,dog
1146,0.4596944,dog
1147,0.42486796,dog
1148,0.61739296,cat
1149,0.65389013,cat
1150,0.51301444,cat
1151,0.3603669,dog
1152,0.6279478,cat
1153,0.60732514,cat
1154,0.47569844,dog
1155,0.3794967,dog
1156,0.6745577,cat
1157,0.7059167,cat
1158,0.59538203,cat
1159,0.5572516,cat
1160,0.5800958,cat
1161,0.5643369,cat
1162,0.5062523,cat
1163,0.68842506,cat
1164,0.5375964,cat
1165,0.6919002,cat
1166,0.6282467,cat
1167,0.7475161,cat
1168,0.7491138,cat
1169,0.5814457,cat
1170,0.5789744,cat
1171,0.44315833,dog
1172,0.6598834,cat
1173,0.52242756,cat
1174,0.44944823,dog
1175,0.7295,cat
1176,0.59191066,cat
1177,0.5026846,cat
1178,0.533317,cat
1179,0.4940788,dog
1180,0.45131266,dog
1181,0.6082385,cat
1182,0.2650917,dog
1183,0.5176961,cat
1184,0.5370537,cat
1185,0.48799348,dog
1186,0.456011,dog
1187,0.62285507,cat
1188,0.41368887,dog
1189,0.6277244,cat
1190,0.55928123,cat
1191,0.49707237,dog
1192,0.5781397,cat
1193,0.6104808,cat
1194,0.67813265,cat
1195,0.35301286,dog
1196,0.59765166,cat
1197,0.4292864,dog
1198,0.6185157,cat
1199,0.7012432,cat
1200,0.70218533,cat
1201,0.45125732,dog
1202,0.5127838,cat
1203,0.6019388,cat
1204,0.53024596,cat
1205,0.45058444,dog
1206,0.4687188,dog
1207,0.6074263,cat
1208,0.61739755,cat
1209,0.5281432,cat
1210,0.62000024,cat
1211,0.45353574,dog
1212,0.6538858,cat
1213,0.47302595,dog
1214,0.50314397,cat
1215,0.5391881,cat
1216,0.5231827,cat
1217,0.6018163,cat
1218,0.6003176,cat
1219,0.73837906,cat
1220,0.5141225,cat
1221,0.65879095,cat
1222,0.5998071,cat
1223,0.621881,cat
1224,0.68343973,cat
1225,0.56465924,cat
1226,0.55505306,cat
1227,0.5222985,cat
1228,0.58310014,cat
1229,0.6463214,cat
1230,0.5941792,cat
1231,0.57996744,cat
1232,0.5189421,cat
1233,0.56079954,cat
1234,0.47801495,dog
1235,0.45200402,dog
1236,0.53787726,cat
1237,0.22688976,dog
1238,0.49928403,dog
1239,0.48408052,dog
1240,0.6142075,cat
1241,0.55006576,cat
1242,0.50425375,cat
1243,0.67398995,cat
1244,0.63734204,cat
1245,0.4636212,dog
1246,0.61136705,cat
1247,0.50211436,cat
1248,0.49134758,dog
1249,0.6229412,cat
1250,0.6361098,cat
1251,0.6990945,cat
1252,0.6391887,cat
